"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,10,22,1832,1,2018,1,"UA","N441UA",353,"PDX","SFO",88,550,18,32
2014,10,22,1833,-1,2106,-9,"DL","N651DL",952,"PDX","SLC",77,630,18,33
2014,10,22,1833,13,2041,16,"WN","N715SW",2586,"SEA","SJC",109,697,18,33
2014,10,22,1836,1,2114,6,"AS","N626AS",510,"SEA","SNA",137,978,18,36
2014,10,22,1841,-4,1933,-12,"AS","N760AS",69,"SEA","KTN",90,680,18,41
2014,10,22,1842,2,2205,10,"AS","N402AS",877,"SEA","KOA",364,2688,18,42
2014,10,22,1844,-1,2003,-7,"WN","N948WN",4455,"PDX","SMF",70,479,18,44
2014,10,22,1845,0,2053,-30,"AS","N518AS",171,"SEA","ANC",175,1448,18,45
2014,10,22,1847,17,2123,8,"WN","N358SW",187,"SEA","SAN",143,1050,18,47
2014,10,22,1848,8,2115,17,"AS","N548AS",616,"SEA","LAS",119,867,18,48
2014,10,22,1848,18,2030,15,"WN","N627SW",767,"PDX","OAK",89,543,18,48
2014,10,22,1850,-5,2104,-5,"AS","N794AS",300,"SEA","SFO",111,679,18,50
2014,10,22,1850,-5,2041,-3,"AS","N609AS",386,"PDX","SFO",91,550,18,50
2014,10,22,1850,13,2116,-10,"UA","N816UA",357,"SEA","LAX",126,954,18,50
2014,10,22,1851,-4,2212,-8,"AS","N320AS",678,"SEA","DEN",117,1024,18,51
2014,10,22,1851,-4,2053,0,"OO","N216AG",3490,"SEA","FAT",104,748,18,51
2014,10,22,1900,50,2145,35,"OO","N218AG",3458,"SEA","SLC",84,689,19,0
2014,10,22,1902,7,2122,-6,"AS","N519AS",464,"SEA","LAX",127,954,19,2
2014,10,22,1903,13,2057,27,"AS","N307AS",370,"SEA","SMF",86,605,19,3
2014,10,22,1906,16,2123,8,"WN","N754SW",3935,"SEA","LAS",120,867,19,6
2014,10,22,1907,2,2222,-18,"WN","N251WN",124,"SEA","DEN",119,1024,19,7
2014,10,22,1908,-7,2137,1,"OO","N548CA",4536,"SEA","LAS",120,867,19,8
2014,10,22,1910,-5,2119,4,"OO","N631SK",4612,"SEA","SJC",110,697,19,10
2014,10,22,1911,16,2137,5,"AS","N403AS",133,"SEA","FAI",189,1533,19,11
2014,10,22,1916,26,2014,36,"OO","N822SK",4766,"PDX","SEA",36,129,19,16
2014,10,22,1921,-9,2137,-7,"UA","N818UA",508,"SEA","SFO",111,679,19,21
2014,10,22,1926,-4,2303,20,"AS","N435AS",859,"SEA","HNL",373,2677,19,26
2014,10,22,1928,-7,2136,-4,"VX","N525VA",759,"SEA","SFO",108,679,19,28
2014,10,22,1937,2,2159,6,"AS","N797AS",598,"PDX","SAN",124,933,19,37
2014,10,22,1939,-6,2208,-8,"AS","N607AS",516,"SEA","SNA",137,978,19,39
2014,10,22,1939,-1,2210,13,"AS","N546AS",524,"SEA","BUR",128,937,19,39
2014,10,22,1940,-5,2155,-27,"DL","N3750D",2146,"SEA","ANC",176,1448,19,40
2014,10,22,1949,-1,2312,-3,"F9","N952FR",142,"SEA","DEN",119,1024,19,49
2014,10,22,1950,-5,2300,-14,"F9","N219FR",794,"PDX","DEN",113,991,19,50
2014,10,22,1950,5,2205,-14,"AS","N468AS",99,"SEA","ANC",175,1448,19,50
2014,10,22,1951,-4,2138,6,"AS","N586AS",404,"PDX","SJC",92,569,19,51
2014,10,22,1952,-3,2159,4,"AS","N713AS",336,"SEA","SJC",112,697,19,52
2014,10,22,2010,-10,2242,-13,"VX","N627VA",798,"SEA","LAX",134,954,20,10
2014,10,22,2013,-2,2231,-19,"AS","N514AS",640,"PDX","PHX",125,1009,20,13
2014,10,22,2025,-5,2259,1,"AS","N564AS",458,"SEA","LAX",126,954,20,25
2014,10,22,2025,-5,2259,3,"AS","N769AS",534,"SEA","ONT",136,956,20,25
2014,10,22,2042,2,2317,3,"AS","N627AS",636,"SEA","PHX",136,1107,20,42
2014,10,22,2044,-1,2256,-3,"AS","N593AS",566,"PDX","LAX",115,834,20,44
2014,10,22,2044,-6,2133,-10,"OO","N814SK",4634,"SEA","PDX",29,129,20,44
2014,10,22,2050,0,2243,-15,"AS","N467AS",624,"PDX","LAS",100,763,20,50
2014,10,22,2054,9,2321,-13,"AS","N562AS",141,"SEA","ANC",181,1448,20,54
2014,10,22,2059,-6,2222,-8,"WN","N464WN",4816,"PDX","SMF",72,479,20,59
2014,10,22,2110,1,505,-10,"B6","N510JB",1206,"PDX","JFK",279,2454,21,10
2014,10,22,2121,-4,2318,3,"AS","N568AS",384,"PDX","SFO",91,550,21,21
2014,10,22,2121,66,2349,75,"OO","N822SK",4804,"SEA","LAS",117,867,21,21
2014,10,22,2129,-1,2348,-23,"AS","N315AS",731,"SEA","ANC",183,1448,21,29
2014,10,22,2133,33,2337,42,"AS","N566AS",350,"SEA","OAK",105,671,21,33
2014,10,22,2139,-5,536,-15,"UA","N843UA",554,"PDX","EWR",282,2434,21,39
2014,10,22,2149,9,2242,4,"AS","N756AS",694,"SEA","GEG",38,224,21,49
2014,10,22,2157,27,618,40,"B6","N583JB",264,"SEA","JFK",297,2422,21,57
2014,10,22,2210,-5,539,-21,"US","N105UW",1930,"PDX","CLT",248,2282,22,10
2014,10,22,2212,2,601,3,"US","N510UW",624,"SEA","CLT",263,2279,22,12
2014,10,22,2219,0,636,7,"DL","N627DL",1542,"SEA","JFK",283,2422,22,19
2014,10,22,2237,7,2322,4,"AS","N462AS",412,"SEA","PDX",31,129,22,37
2014,10,22,2242,7,126,-1,"AS","N779AS",143,"PDX","ANC",200,1542,22,42
2014,10,22,2242,2,422,-38,"UA","N54241",1129,"SEA","IAH",203,1874,22,42
2014,10,22,2244,5,602,-2,"DL","N818DA",2497,"PDX","ATL",241,2172,22,44
2014,10,22,2244,-4,430,-8,"UA","N76523",1429,"SEA","ORD",201,1721,22,44
2014,10,22,2248,8,611,-3,"DL","N693DL",1688,"SEA","ATL",245,2182,22,48
2014,10,22,2257,-3,106,-32,"AS","N306AS",119,"SEA","ANC",175,1448,22,57
2014,10,22,2257,2,552,-18,"DL","N6700",394,"PDX","DTW",216,1953,22,57
2014,10,22,2258,-2,554,-19,"DL","N3754A",1807,"SEA","CVG",216,1965,22,58
2014,10,22,2302,90,655,82,"UA","N39423",1695,"SEA","EWR",270,2402,23,2
2014,10,22,2303,-7,601,-19,"DL","N802DN",822,"SEA","DTW",216,1927,23,3
2014,10,22,2304,14,708,9,"B6","N712JB",498,"SEA","BOS",289,2496,23,4
2014,10,22,2306,6,2359,5,"AS","N408AS",698,"SEA","GEG",38,224,23,6
2014,10,22,2310,5,726,7,"AS","N536AS",24,"SEA","BOS",293,2496,23,10
2014,10,22,2314,-2,658,-11,"UA","N37253",1246,"SEA","IAD",262,2306,23,14
2014,10,22,2322,12,147,-13,"AS","N423AS",127,"SEA","FAI",187,1533,23,22
2014,10,22,2330,0,507,-11,"UA","N38403",1538,"PDX","ORD",200,1739,23,30
2014,10,22,2335,-5,801,-20,"AA","N3CHAA",1070,"SEA","MIA",308,2724,23,35
2014,10,22,2343,-7,210,-21,"AS","N764AS",121,"SEA","ANC",186,1448,23,43
2014,10,22,2345,-5,511,-22,"AS","N431AS",660,"SEA","DFW",186,1660,23,45
2014,10,22,2346,-9,523,-17,"AA","N3KNAA",2486,"SEA","ORD",196,1721,23,46
2014,10,22,2347,-12,527,-40,"UA","N14731",1455,"PDX","IAH",201,1825,23,47
2014,10,22,2359,14,521,-4,"AA","N3AXAA",1230,"SEA","DFW",186,1660,23,59
2014,10,23,9,79,757,58,"B6","N644JB",498,"SEA","BOS",271,2496,0,9
2014,10,23,24,-6,525,-15,"DL","N655DL",2440,"SEA","MSP",158,1399,0,24
2014,10,23,27,32,557,17,"AA","N3DVAA",2486,"SEA","ORD",188,1721,0,27
2014,10,23,47,-3,536,-25,"DL","N826DN",2090,"PDX","MSP",155,1426,0,47
2014,10,23,505,-5,725,0,"UA","N831UA",468,"SEA","SFO",108,679,5,5
2014,10,23,518,-2,734,-16,"US","N604AW",635,"PDX","PHX",122,1009,5,18
2014,10,23,523,-7,707,-12,"UA","N818UA",392,"PDX","SFO",89,550,5,23
2014,10,23,529,14,843,44,"US","N665AW",489,"SEA","PHX",158,1107,5,29
2014,10,23,534,-1,850,-25,"WN","N8621A",1632,"SEA","DEN",118,1024,5,34
2014,10,23,534,4,858,-9,"UA","N14237",1570,"SEA","DEN",118,1024,5,34
2014,10,23,537,-3,845,-24,"UA","N76515",1434,"PDX","DEN",111,991,5,37
2014,10,23,544,-1,1136,-24,"UA","N467UA",428,"SEA","IAH",211,1874,5,44
2014,10,23,549,-1,926,11,"WN","N7811F",470,"PDX","DEN",108,991,5,49
2014,10,23,549,-1,1404,-7,"UA","N463UA",540,"PDX","EWR",292,2434,5,49
2014,10,23,553,-7,805,2,"AS","N594AS",320,"SEA","SFO",111,679,5,53
2014,10,23,553,-7,1143,-25,"UA","N69819",1173,"PDX","IAH",211,1825,5,53
2014,10,23,555,-5,826,-19,"DL","N659DL",1831,"PDX","SLC",74,630,5,55
2014,10,23,556,-4,1314,1,"DL","N696DL",1350,"SEA","DTW",217,1927,5,56
2014,10,23,556,-4,809,-16,"WN","N7705A",822,"SEA","LAS",119,867,5,56
2014,10,23,557,-3,823,-12,"DL","N3751B",1889,"SEA","LAX",129,954,5,57
2014,10,23,557,-3,1151,6,"AA","N490AA",1534,"PDX","DFW",185,1616,5,57
2014,10,23,558,-12,942,1,"F9","N210FR",144,"SEA","DEN",118,1024,5,58
2014,10,23,558,-7,808,1,"AS","N708AS",200,"SEA","SJC",109,697,5,58
2014,10,23,558,-2,816,-2,"AS","N302AS",602,"SEA","LAS",119,867,5,58
2014,10,23,600,0,851,-9,"DL","N6712B",1634,"SEA","SLC",83,689,6,0
2014,10,23,600,0,844,1,"AS","N793AS",81,"SEA","ANC",189,1448,6,0
2014,10,23,600,0,800,18,"AS","N579AS",406,"PDX","SJC",95,569,6,0
2014,10,23,602,-3,1143,-17,"AA","N3LEAA",2218,"SEA","ORD",194,1721,6,2
2014,10,23,604,-6,846,3,"AS","N767AS",454,"SEA","LAX",135,954,6,4
2014,10,23,605,0,810,9,"AS","N587AS",342,"SEA","OAK",105,671,6,5
2014,10,23,607,-2,1435,6,"UA","N483UA",600,"SEA","EWR",308,2402,6,7
2014,10,23,613,-2,1150,-20,"UA","N418UA",732,"SEA","ORD",193,1721,6,13
2014,10,23,618,-2,857,2,"AS","N517AS",470,"SEA","SAN",140,1050,6,18
2014,10,23,620,5,900,11,"AS","N618AS",504,"SEA","SNA",143,978,6,20
2014,10,23,621,-4,831,-6,"OO","N217AG",3460,"PDX","ONT",113,838,6,21
2014,10,23,626,-4,1348,-12,"DL","N820DN",1156,"PDX","ATL",246,2172,6,26
2014,10,23,626,-4,1402,-7,"DL","N806DN",1887,"SEA","ATL",245,2182,6,26
2014,10,23,628,8,1207,-8,"UA","N87527",1123,"PDX","ORD",195,1739,6,28
2014,10,23,629,-1,915,-5,"WN","N424WN",2344,"SEA","PHX",138,1107,6,29
2014,10,23,630,-5,854,-7,"AS","N796AS",576,"PDX","SAN",124,933,6,30
2014,10,23,630,-5,853,-17,"WN","N948WN",1927,"PDX","PHX",125,1009,6,30
2014,10,23,631,1,1215,-15,"WN","N8326F",1899,"SEA","MDW",203,1733,6,31
2014,10,23,635,-5,1204,-19,"AS","N469AS",662,"SEA","DFW",185,1660,6,35
2014,10,23,637,-3,847,-2,"OO","N225AG",3456,"PDX","BUR",112,817,6,37
2014,10,23,638,-7,828,-2,"WN","N265WN",427,"SEA","SMF",89,605,6,38
2014,10,23,638,-7,724,-13,"OO","N814SK",4603,"PDX","SEA",31,129,6,38
2014,10,23,639,-6,857,6,"OO","N608SK",4548,"SEA","SJC",118,697,6,39
2014,10,23,640,-5,943,38,"AS","N552AS",558,"PDX","LAX",118,834,6,40
2014,10,23,642,-3,849,-6,"WN","N8306H",351,"PDX","LAS",101,763,6,42
2014,10,23,645,-5,901,-12,"DL","N3750D",2581,"SEA","LAS",116,867,6,45
2014,10,23,648,33,959,20,"F9","N209FR",796,"PDX","DEN",111,991,6,48
2014,10,23,648,18,1236,6,"WN","N8328A",203,"PDX","MDW",209,1751,6,48
2014,10,23,651,-4,1157,-18,"DL","N587NW",2314,"SEA","MSP",159,1399,6,51
2014,10,23,654,-6,1506,-18,"DL","N3772H",400,"PDX","JFK",288,2454,6,54
2014,10,23,654,-6,939,5,"AS","N756AS",466,"SEA","LAX",138,954,6,54
2014,10,23,655,-5,1150,-24,"DL","N398DA",2515,"PDX","MSP",158,1426,6,55
2014,10,23,655,-5,841,-4,"VX","N836VA",84,"PDX","SFO",93,550,6,55
2014,10,23,656,-4,1018,-16,"AS","N611AS",676,"SEA","DEN",119,1024,6,56
2014,10,23,657,-3,935,2,"B6","N652JB",1207,"SEA","LGB",136,965,6,57
2014,10,23,658,-7,918,-6,"AS","N612AS",582,"PDX","SNA",123,859,6,58
2014,10,23,659,-1,1509,-16,"AA","N3JDAA",236,"SEA","JFK",284,2422,6,59
2014,10,23,659,-1,758,12,"AS","N523AS",413,"PDX","SEA",31,129,6,59
2014,10,23,700,0,1242,-18,"AA","N3LWAA",86,"PDX","ORD",195,1739,7,0
2014,10,23,700,0,911,6,"VX","N523VA",751,"SEA","SFO",108,679,7,0
2014,10,23,705,-5,1040,35,"AS","N512AS",833,"PDX","HNL",371,2603,7,5
2014,10,23,705,0,939,-1,"VX","N842VA",1780,"SEA","LAX",135,954,7,5
2014,10,23,707,-3,1001,-9,"DL","N682DA",2397,"SEA","SLC",81,689,7,7
2014,10,23,710,0,923,-1,"AS","N315AS",222,"SEA","SFO",108,679,7,10
2014,10,23,712,-3,909,-1,"WN","N383SW",159,"PDX","SJC",95,569,7,12
2014,10,23,712,-3,924,-6,"UA","N814UA",294,"SEA","SFO",110,679,7,12
2014,10,23,714,-5,933,-3,"B6","N535JB",1121,"PDX","LGB",118,846,7,14
2014,10,23,718,3,931,12,"AS","N529AS",338,"SEA","SJC",113,697,7,18
2014,10,23,718,-2,850,0,"WN","N492WN",707,"PDX","SMF",74,479,7,18
2014,10,23,719,-1,959,13,"AS","N799AS",530,"SEA","ONT",131,956,7,19
2014,10,23,719,-1,1217,-23,"WN","N400WN",826,"PDX","MCI",160,1482,7,19
2014,10,23,721,1,915,18,"AS","N530AS",805,"SEA","SMF",88,605,7,21
2014,10,23,725,-5,844,-21,"AS","N765AS",61,"SEA","JNU",123,909,7,25
2014,10,23,725,0,1001,-1,"AS","N303AS",240,"SEA","SAN",141,1050,7,25
2014,10,23,725,-8,911,-11,"UA","N841UA",302,"PDX","SFO",93,550,7,25
2014,10,23,735,95,1302,72,"AA","N3FLAA",1094,"SEA","DFW",185,1660,7,35
2014,10,23,736,-9,1526,-14,"UA","N556UA",511,"SEA","IAD",259,2306,7,36
2014,10,23,740,-5,1024,-11,"WN","N925WN",2789,"SEA","SAN",144,1050,7,40
2014,10,23,741,1,941,12,"AS","N778AS",244,"PDX","SFO",94,550,7,41
2014,10,23,743,-2,1525,2,"DL","N596NW",108,"SEA","ATL",238,2182,7,43
2014,10,23,745,-5,1022,13,"AS","N319AS",608,"SEA","LAS",143,867,7,45
2014,10,23,746,1,855,6,"AS","N795AS",65,"SEA","KTN",97,680,7,46
2014,10,23,746,6,1028,1,"AS","N403AS",634,"SEA","PHX",137,1107,7,46
2014,10,23,748,8,1006,1,"WN","N441WN",756,"PDX","SAN",127,933,7,48
2014,10,23,750,-5,1010,10,"WN","N394SW",1187,"SEA","OAK",116,671,7,50
2014,10,23,752,-13,1538,-23,"AS","N528AS",4,"SEA","DCA",261,2329,7,52
2014,10,23,753,-7,857,-3,"AS","N703AS",690,"SEA","GEG",38,224,7,53
2014,10,23,753,-7,1134,-1,"UA","N562UA",423,"SEA","DEN",115,1024,7,53
2014,10,23,757,0,1130,-7,"UA","N66814",1450,"PDX","DEN",112,991,7,57
2014,10,23,758,3,1027,11,"AS","N526AS",522,"SEA","BUR",128,937,7,58
2014,10,23,759,24,1619,20,"AS","N419AS",30,"PDX","BOS",298,2537,7,59
2014,10,23,804,-8,858,-5,"OO","N814SK",4603,"SEA","PDX",31,129,8,4
2014,10,23,805,-5,1334,-21,"AA","N4XLAA",1220,"PDX","DFW",184,1616,8,5
2014,10,23,805,0,1614,-13,"AS","N537AS",18,"SEA","MCO",287,2554,8,5
2014,10,23,806,5,1541,-20,"UA","N37419",1628,"PDX","IAD",258,2327,8,6
2014,10,23,812,-8,1048,-13,"AS","N644AS",83,"SEA","ANC",183,1448,8,12
2014,10,23,816,-4,1404,-31,"UA","N449UA",439,"SEA","IAH",210,1874,8,16
2014,10,23,818,-2,1623,-2,"AS","N583AS",766,"SEA","BWI",282,2335,8,18
2014,10,23,821,-4,1118,8,"US","N572UW",1821,"SEA","PHX",142,1107,8,21
2014,10,23,822,-8,1027,-5,"AS","N527AS",626,"PDX","LAS",108,763,8,22
2014,10,23,824,-1,1047,-3,"WN","N7726A",671,"SEA","LAS",123,867,8,24
2014,10,23,825,25,1112,34,"AS","N309AS",482,"SEA","LAX",130,954,8,25
2014,10,23,827,-9,1358,-31,"UA","N473UA",722,"PDX","ORD",195,1739,8,27
2014,10,23,831,1,1413,-11,"AS","N457AS",28,"SEA","ORD",193,1721,8,31
2014,10,23,832,-3,1631,-13,"US","N167US",798,"SEA","PHL",279,2378,8,32
2014,10,23,833,-2,1631,-7,"AS","N409AS",32,"SEA","PHL",271,2378,8,33
2014,10,23,834,-6,1153,23,"AS","N588AS",863,"PDX","OGG",365,2562,8,34
2014,10,23,835,-5,1116,-20,"AS","N619AS",724,"SEA","SLC",84,689,8,35
2014,10,23,841,-4,1214,29,"HA","N391HA",21,"SEA","HNL",374,2677,8,41
2014,10,23,841,1,1705,-10,"AS","N408AS",38,"SEA","FLL",307,2717,8,41
2014,10,23,842,-3,1647,-38,"AS","N551AS",774,"SEA","TPA",280,2520,8,42
2014,10,23,843,8,1424,-5,"UA","N38467",1400,"SEA","ORD",195,1721,8,43
2014,10,23,844,-6,1106,-5,"UA","N443UA",821,"SEA","SFO",113,679,8,44
2014,10,23,848,-2,1431,-14,"AA","N3FRAA",42,"SEA","ORD",196,1721,8,48
2014,10,23,848,8,1124,4,"OO","N216AG",3472,"SEA","LGB",141,965,8,48
2014,10,23,850,-5,1221,20,"AS","N558AS",879,"SEA","LIH",372,2701,8,50
2014,10,23,851,-4,1110,-14,"US","N585UW",630,"PDX","PHX",126,1009,8,51
2014,10,23,854,-1,1055,0,"OO","N215AG",3496,"SEA","FAT",105,748,8,54
2014,10,23,855,-5,1143,8,"AS","N613AS",502,"SEA","SNA",146,978,8,55
2014,10,23,857,-3,1127,-13,"AS","N538AS",536,"SEA","LAX",131,954,8,57
2014,10,23,858,-2,1054,10,"AS","N597AS",360,"SEA","SMF",92,605,8,58
2014,10,23,901,-4,1558,-22,"AS","N523AS",792,"SEA","DTW",216,1927,9,1
2014,10,23,903,8,1139,13,"AS","N524AS",548,"SEA","PSP",134,987,9,3
2014,10,23,905,-5,1148,1,"AS","N788AS",238,"SEA","SAN",146,1050,9,5
2014,10,23,910,0,1117,2,"WN","N386SW",557,"SEA","OAK",110,671,9,10
2014,10,23,917,-3,1121,1,"AS","N535AS",334,"SEA","SJC",110,697,9,17
2014,10,23,917,-3,1643,-19,"AS","N468AS",746,"SEA","ATL",243,2182,9,17
2014,10,23,927,2,1151,7,"AS","N531AS",618,"SEA","LAS",125,867,9,27
2014,10,23,930,0,1451,-21,"AS","N462AS",654,"PDX","DFW",180,1616,9,30
2014,10,23,931,14,1425,-5,"DL","N3759",1453,"SEA","MSP",157,1399,9,31
2014,10,23,933,28,1500,5,"AA","N5BVAA",312,"SEA","DFW",181,1660,9,33
2014,10,23,937,-2,1027,0,"OO","N814SK",4604,"PDX","SEA",32,129,9,37
2014,10,23,938,63,1805,58,"AS","N440AS",12,"SEA","BOS",294,2496,9,38
2014,10,23,938,-2,1721,-19,"AS","N568AS",764,"PDX","DCA",271,2350,9,38
2014,10,23,942,162,1750,152,"DL","N704X",2588,"SEA","JFK",273,2422,9,42
2014,10,23,942,-3,1155,-11,"UA","N417UA",720,"SEA","SFO",113,679,9,42
2014,10,23,946,0,1655,0,"DL","N805DN",1435,"SEA","DTW",220,1927,9,46
2014,10,23,947,-4,1223,-10,"DL","N325US",1312,"SEA","SAN",139,1050,9,47
2014,10,23,950,0,1225,-20,"AS","N797AS",131,"PDX","ANC",200,1542,9,50
2014,10,23,951,0,1221,13,"OO","N548CA",4684,"SEA","LAS",120,867,9,51
2014,10,23,953,18,1225,0,"OO","N227AG",3466,"PDX","TUS",138,1119,9,53
2014,10,23,953,-7,1152,-2,"OO","N937SW",5196,"PDX","SFO",99,550,9,53
2014,10,23,954,-1,1211,6,"AS","N794AS",318,"SEA","SFO",111,679,9,54
2014,10,23,956,-4,1458,-22,"AS","N320AS",756,"SEA","MCI",163,1489,9,56
2014,10,23,956,6,1237,-2,"OO","N218AG",3492,"PDX","SLC",83,630,9,56
2014,10,23,958,-2,1352,57,"HA","N393HA",29,"SEA","OGG",381,2640,9,58
2014,10,23,1001,10,1728,-2,"DL","N1200K",282,"SEA","ATL",240,2182,10,1
2014,10,23,1001,-4,1222,20,"AS","N525AS",346,"SEA","OAK",108,671,10,1
2014,10,23,1004,-6,1211,1,"AS","N585AS",382,"PDX","SFO",95,550,10,4
2014,10,23,1006,1,1516,-4,"AS","N471AS",36,"SEA","MSP",165,1399,10,6
2014,10,23,1009,-6,1629,-31,"AS","N577AS",788,"SEA","MSY",230,2086,10,9
2014,10,23,1012,-3,1340,-4,"F9","N221FR",138,"SEA","DEN",123,1024,10,12
2014,10,23,1012,-3,1300,10,"VX","N529VA",784,"SEA","LAX",144,954,10,12
2014,10,23,1013,-2,1256,4,"AS","N307AS",452,"SEA","LAX",133,954,10,13
2014,10,23,1019,-1,1600,-20,"WN","N8625A",827,"SEA","MDW",198,1733,10,19
2014,10,23,1020,-6,1305,-13,"DL","N6711M",1857,"SEA","SLC",85,689,10,20
2014,10,23,1021,1,1252,-12,"DL","N684DA",2189,"PDX","SLC",76,630,10,21
2014,10,23,1022,2,1246,9,"AS","N627AS",580,"PDX","SNA",123,859,10,22
2014,10,23,1022,2,1205,0,"WN","N416WN",1797,"PDX","OAK",91,543,10,22
2014,10,23,1024,-6,1304,17,"AS","N593AS",564,"PDX","LAX",120,834,10,24
2014,10,23,1025,0,1239,9,"VX","N855VA",753,"SEA","SFO",114,679,10,25
2014,10,23,1026,16,1339,7,"F9","N931FR",788,"PDX","DEN",115,991,10,26
2014,10,23,1027,-8,1254,-7,"AS","N614AS",644,"PDX","PHX",126,1009,10,27
2014,10,23,1029,-6,1354,-16,"OO","N748SK",5576,"PDX","DEN",115,991,10,29
2014,10,23,1030,5,1616,-6,"AS","N467AS",686,"PDX","ORD",192,1739,10,30
2014,10,23,1032,12,1623,-4,"AS","N306AS",730,"SEA","IAH",215,1874,10,32
2014,10,23,1036,1,1405,-10,"WN","N7732A",1069,"PDX","ABQ",127,1111,10,36
2014,10,23,1037,-8,1326,-12,"AS","N626AS",648,"SEA","TUS",150,1216,10,37
2014,10,23,1038,-7,1757,-20,"DL","N1604R",1702,"PDX","ATL",239,2172,10,38
2014,10,23,1040,0,1307,-8,"AS","N506AS",85,"SEA","ANC",189,1448,10,40
2014,10,23,1042,92,1844,81,"AS","N464AS",8,"SEA","EWR",279,2402,10,42
2014,10,23,1043,13,1527,-8,"OO","N219AG",3468,"SEA","OMA",146,1368,10,43
2014,10,23,1044,-1,1417,0,"AS","N402AS",672,"SEA","DEN",121,1024,10,44
2014,10,23,1046,-12,1358,-38,"UA","N401UA",235,"SEA","DEN",112,1024,10,46
2014,10,23,1049,9,1416,22,"AS","N570AS",843,"SEA","KOA",367,2688,10,49
2014,10,23,1052,-3,1435,-15,"AS","N546AS",790,"SEA","ABQ",138,1180,10,52
2014,10,23,1053,8,1430,50,"HA","N386HA",25,"PDX","HNL",370,2603,10,53
2014,10,23,1058,8,1629,-6,"WN","N478WN",637,"SEA","MKE",194,1694,10,58
2014,10,23,1102,17,1244,14,"WN","N742SW",3129,"PDX","SJC",93,569,11,2
2014,10,23,1102,31,1643,16,"UA","N39416",1485,"SEA","ORD",192,1721,11,2
2014,10,23,1103,3,1253,12,"AS","N534AS",364,"SEA","SMF",88,605,11,3
2014,10,23,1103,1,1202,7,"OO","N814SK",4604,"SEA","PDX",34,129,11,3
2014,10,23,1104,-1,1232,2,"WN","N665WN",210,"PDX","SMF",73,479,11,4
2014,10,23,1106,-4,1403,18,"AS","N769AS",488,"SEA","SAN",145,1050,11,6
2014,10,23,1109,24,1647,12,"AA","N3HYAA",1146,"SEA","DFW",184,1660,11,9
2014,10,23,1111,-4,1241,-4,"AS","N565AS",75,"SEA","JNU",121,909,11,11
2014,10,23,1113,-4,1413,12,"OO","N754SK",6371,"SEA","LAX",139,954,11,13
2014,10,23,1114,-6,1357,-12,"US","N661AW",614,"SEA","PHX",135,1107,11,14
2014,10,23,1115,15,1942,24,"DL","N722TW",173,"SEA","JFK",283,2422,11,15
2014,10,23,1117,-5,1320,4,"OO","N970SW",5197,"PDX","SFO",107,550,11,17
2014,10,23,1118,-2,1413,13,"AS","N548AS",656,"SEA","PHX",142,1107,11,18
2014,10,23,1120,0,1426,-19,"WN","N472WN",153,"PDX","DEN",116,991,11,20
2014,10,23,1121,-4,1339,-17,"US","N837AW",634,"PDX","PHX",127,1009,11,21
2014,10,23,1124,-6,1708,-15,"AS","N607AS",692,"SEA","SAT",198,1774,11,24
2014,10,23,1126,-4,1627,-17,"DL","N807DN",588,"SEA","MSP",153,1399,11,26
2014,10,23,1127,12,1732,-13,"WN","N8322X",4196,"SEA","BNA",216,1978,11,27
2014,10,23,1130,-8,1730,-28,"UA","N462UA",791,"SEA","IAH",209,1874,11,30
2014,10,23,1136,-9,1357,4,"AS","N713AS",306,"SEA","SFO",114,679,11,36
2014,10,23,1137,2,1502,-13,"WN","N390SW",3677,"SEA","DEN",121,1024,11,37
2014,10,23,1139,13,1630,-6,"DL","N318US",1073,"PDX","MSP",156,1426,11,39
2014,10,23,1140,0,1356,0,"AS","N594AS",572,"PDX","SAN",123,933,11,40
2014,10,23,1140,0,1659,-26,"AS","N323AS",748,"SEA","STL",183,1709,11,40
2014,10,23,1143,22,1722,6,"UA","N78438",1255,"PDX","ORD",192,1739,11,43
2014,10,23,1144,-4,1715,-20,"AS","N431AS",670,"SEA","AUS",194,1770,11,44
2014,10,23,1145,-5,1411,2,"AS","N615AS",638,"SEA","LAS",124,867,11,45
2014,10,23,1148,-2,1410,-15,"WN","N637SW",270,"PDX","PHX",127,1009,11,48
2014,10,23,1149,4,1329,4,"WN","N476WN",3400,"PDX","OAK",90,543,11,49
2014,10,23,1150,0,1527,45,"AS","N579AS",809,"PDX","OGG",379,2562,11,50
2014,10,23,1151,111,1503,123,"AS","N508AS",851,"SEA","HNL",355,2677,11,51
2014,10,23,1155,15,1356,6,"WN","N8637A",571,"PDX","LAS",106,763,11,55
2014,10,23,1157,17,1342,12,"WN","N8635F",3566,"SEA","SMF",91,605,11,57
2014,10,23,1201,32,1409,21,"UA","N17245",1214,"SEA","SFO",111,679,12,1
2014,10,23,1204,4,1318,24,"AS","N461AS",684,"SEA","GEG",39,224,12,4
2014,10,23,1206,26,1747,12,"AA","N3LPAA",1628,"SEA","ORD",189,1721,12,6
2014,10,23,1206,-4,1451,6,"AS","N553AS",500,"SEA","SNA",139,978,12,6
2014,10,23,1208,16,1900,-5,"DL","N802DN",1823,"SEA","DTW",212,1927,12,8
